16000,.,89000,.,473000,473000,78,00,0.006,.,9,1180,112,631000,SOPORTE PREDIAL,158000,158000,2,.,158000,158000,0,2016201011615679488,120016000,158000,1201188,142000,15/04/2016,01/07/2016,.,0,1354511,.,0,142324700,25/01/2016 10:36:36 p.m.,26/03/2015,217.35,.,1,0,0,1,.,.,174000,158000,.,16000,16000,158000,158000,.,61-RESIDENCIALES URBANOS Y RURALES,
82000,.,149000,.,0,0,27,90,0.0075,.,9,1180,15,819000,SOPORTE PREDIAL,819000,819000,4,.,819000,819000,0,2016201011607072768,129069000,819000,6785123,737000,15/04/2016,01/07/2016,.,0,8782275,.,0,141439776,26/01/2016 02:53:10 a.m.,16/01/2015,58.7,.,1,0,0,1,.,.,901000,819000,.,82000,82000,819000,819000,.,61-RESIDENCIALES URBANOS Y RURALES,
129000,.,149000,.,0,0,54,09,0.0075,.,9,1180,92,1285000,SOPORTE PREDIAL,1285000,1285000,4,.,1285000,1285000,0,2016201011603243264,191179000,1285000,6999486,1156000,15/04/2016,01/07/2016,.,0,9559718,.,0,141037355,25/01/2016 01:11:36 p.m.,24/03/2015,81.49,.,1,0,0,1,.,.,1414000,1285000,.,129000,129000,1285000,1285000,.,61-RESIDENCIALES URBANOS Y RURALES,
15000,.,89000,.,123000,123000,103,40,0.006,.,3,1180,7,274000,,151000,151000,2,.,151000,151000,0,2016201011613438208,75857000,151000,.,136000,15/04/2016,01/07/2016,.,0,8526370,.,0,142099104,25/01/2016 01:56:18 p.m.,,184.5,.,1,0,0,1,.,.,166000,151000,.,15000,15000,151000,151000,.,61-RESIDENCIALES URBANOS Y RURALES,
2000,.,0,.,14000,14000,556,13,0.004,.,2,1180,80,34000,SOPORTE PREDIAL,20000,20000,0,.,20000,20000,0,2016201011622052096,37994000,20000,508876,18000,15/04/2016,01/07/2016,.,0,7854065,.,800,142993107,25/01/2016 04:37:45 p.m.,19/06/2015,0,.,1,0,0,1,.,.,22000,20000,.,2000,2000,20000,20000,.,70-NO URBANIZABLES,
430000,.,0,.,0,0,78,80,0.005,.,9,1180,104,4300000,SOPORTE PREDIAL,4300000,4300000,0,.,4300000,4300000,0,2016201011606010368,859959000,4300000,508855,3870000,15/04/2016,01/07/2016,.,0,9236031,.,0,141328170,26/01/2016 07:31:33 a.m.,10/04/2015,500.9,.,1,0,0,1,.,.,4730000,4300000,.,430000,430000,4300000,4300000,.,66-DOTACIONALES,
800000,.,119000,.,0,0,12,70,0.0095,.,3,1180,18,8001000,SOPORTE PREDIAL,8001000,8001000,0,.,8001000,8001000,0,2016201011616435968,854783000,8001000,1347154,7201000,15/04/2016,01/07/2016,.,0,2833185,.,0,142401584,25/01/2016 12:00:01 p.m.,31/03/2015,121.1,.,1,0,0,1,.,.,8801000,8001000,.,800000,800000,8001000,8001000,.,62-COMERCIALES URBANOS Y RURALES,
27000,.,0,.,182000,182000,35,90,0.008,.,9,1180,26,452000,SOPORTE PREDIAL,270000,270000,2,.,270000,270000,0,2016201011616923904,56532000,270000,3079262,243000,15/04/2016,01/07/2016,.,0,8606349,.,0,142451268,26/01/2016 03:39:46 a.m.,09/04/2015,72,.,1,0,0,1,.,.,297000,270000,.,27000,27000,270000,270000,.,62-COMERCIALES URBANOS Y RURALES,
6000,.,0,.,0,0,3,67,0.008,.,9,1180,91,61000,SOPORTE ICA,61000,61000,3,.,61000,61000,0,2016201011600188160,7675000,61000,6631373,55000,15/04/2016,01/07/2016,.,0,9992289,.,0,140673184,26/01/2016 01:46:07 a.m.,19/01/2016,10.61,.,1,0,0,1,.,.,67000,61000,.,6000,6000,61000,61000,.,65-DEPOSITOS Y PARQUEADEROS,
0,.,.,.,0,0,30,52,0.002,.,9,1180,103,0,,0,0,2,.,0,0,100,2016201011619355648,38867000,0,6472643,0,15/04/2016,01/07/2016,.,0,9532129,.,830,142713758,26/01/2016 06:29:19 a.m.,,31.77,.,1,0,0,1,.,.,0,0,.,0,0,0,0,.,61-RESIDENCIALES URBANOS Y RURALES,
